timestamp,value
2019-03-30 19:52:00.080,-2579.0
2019-03-30 19:53:00.110,-1992.0
2019-03-30 19:54:00.160,-2004.0
2019-03-30 19:55:00.060,-2005.0
2019-03-30 19:56:00.180,-2115.0
2019-03-30 19:57:00.000,-2085.0
2019-03-30 19:58:00.160,-2461.0
2019-03-30 19:59:00.100,-3041.0
2019-03-30 20:00:00.190,-3040.0
2019-03-30 20:01:00.140,-2454.0
2019-03-30 20:02:00.120,-2387.0
2019-03-30 20:03:00.120,-2388.0
2019-03-30 20:04:00.080,-2766.0
2019-03-30 20:05:00.180,-2396.0
2019-03-30 20:06:00.160,-2394.0
2019-03-30 20:07:00.070,-2394.0
2019-03-30 20:08:00.110,-2980.0
2019-03-30 20:09:00.120,-2397.0
2019-03-30 20:10:00.110,-2393.0
2019-03-30 20:11:00.090,-2395.0
2019-03-30 20:12:00.090,-2023.0
2019-03-30 20:13:00.080,-2394.0
2019-03-30 20:14:00.150,-2022.0
2019-03-30 20:15:00.160,-2021.0
2019-03-30 20:16:00.170,-2687.0
2019-03-30 20:17:00.000,-2098.0
2019-03-30 20:18:00.140,-2099.0
2019-03-30 20:19:00.110,-2104.0
2019-03-30 20:20:00.110,-2102.0
2019-03-30 20:21:00.170,-2234.0
2019-03-30 20:22:00.140,-2234.0
2019-03-30 20:23:00.050,-2229.0
2019-03-30 20:24:00.090,-2819.0
2019-03-30 20:25:00.180,-2234.0
2019-03-30 20:26:00.090,-2217.0
2019-03-30 20:27:00.000,-2215.0
2019-03-30 20:28:00.120,-2213.0
2019-03-30 20:29:00.140,-2218.0
2019-03-30 20:30:00.160,-2214.0
2019-03-30 20:31:00.140,-2588.0
2019-03-30 20:32:00.100,-2120.0
2019-03-30 20:33:00.100,-1393.0
2019-03-30 20:34:00.060,-1481.0
2019-03-30 20:35:00.140,-1474.0
2019-03-30 20:36:00.040,-1472.0
2019-03-30 20:37:00.130,-1465.0
2019-03-30 20:38:00.070,-1465.0
2019-03-30 20:39:00.080,-1465.0
2019-03-30 20:40:00.050,-1771.0
2019-03-30 20:41:00.070,-1769.0
2019-03-30 20:42:00.170,-2359.0
2019-03-30 20:43:00.180,-3965.0
2019-03-30 20:44:00.170,-4342.0
2019-03-30 20:45:00.050,-4334.0
2019-03-30 20:46:00.170,-4334.0
2019-03-30 20:47:00.040,-2136.0
2019-03-30 20:48:00.130,-1767.0
2019-03-30 20:49:00.130,-1764.0
2019-03-30 20:50:00.000,-1770.0
2019-03-30 20:51:00.100,-1771.0
2019-03-30 20:52:00.100,-1773.0
2019-03-30 20:53:00.100,-1471.0
2019-03-30 20:54:00.070,-1469.0
2019-03-30 20:55:00.060,-2052.0
2019-03-30 20:56:00.090,-2052.0
2019-03-30 20:57:00.170,-1466.0
2019-03-30 20:58:00.190,-1397.0
2019-03-30 20:59:00.090,-1392.0
2019-03-30 21:00:00.180,-1392.0
2019-03-30 21:01:00.080,-1395.0
2019-03-30 21:02:00.170,-1395.0
2019-03-30 21:03:00.140,-1395.0
2019-03-30 21:04:00.170,-1395.0
2019-03-30 21:05:00.130,-1394.0
2019-03-30 21:06:00.160,-1403.0
2019-03-30 21:07:00.090,-1401.0
2019-03-30 21:08:00.040,-1400.0
2019-03-30 21:09:00.070,-1401.0
2019-03-30 21:10:00.010,-1398.0
2019-03-30 21:11:00.180,-1400.0
2019-03-30 21:12:00.160,-1476.0
2019-03-30 21:13:00.130,-1473.0
2019-03-30 21:14:00.010,-1471.0
2019-03-30 21:15:00.040,-1471.0
2019-03-30 21:16:00.150,-1466.0
2019-03-30 21:17:00.090,-1394.0
2019-03-30 21:18:00.100,-1393.0
2019-03-30 21:19:00.160,-1767.0
2019-03-30 21:20:00.160,-1766.0
2019-03-30 21:21:00.110,-1393.0
2019-03-30 21:22:00.190,-1400.0
2019-03-30 21:23:00.110,-1994.0
2019-03-30 21:24:00.150,-1990.0
2019-03-30 21:25:00.110,-1377.0
2019-03-30 21:26:00.150,-1362.0
2019-03-30 21:27:00.170,-1739.0
2019-03-30 21:28:00.090,-1741.0
